;name;latitude;longitude;y;x
217;Port Barre Fire Dep,514 Saizan St, Port Barre, 7057, LA;30.5602;-91.95401;3396430.0678;-10219676.717389999
218;Port Sulphur Fire Dep,123 Civic Dr, Port Sulphur, 7008, LA;29.48049;-89.69395;3276432.1781099997;-9968495.90905
219;Port Sulphur Vol Fire Dep,123 Civic Dr, Port Sulphur, 7008, LA;29.48049;-89.69395;3276432.1781099997;-9968495.90905
220;Prairie Volunteer Fire Dep,7209 Highway 93, Sunset, 7058, LA;30.41131;-92.06845;3379882.58209;-10232395.46455
221;Prairieville Fire Dep,17183 Highway 929, Prairieville, 7076, LA;30.298527;-90.960233;3367347.992253;-10109229.335387
222;R C Milling Memorial Fire St,75174 Highway 1083, Covington, 7043, LA;30.45886;-90.156595;3385167.2415400003;-10019913.811704999
223;Rayne City O,101 3rd St, Rayne, 7057, LA;30.209507;-92.270885;3357454.3984729997;-10254893.888015
224;Reserve Central Statio,105 Firehouse Ln, Reserve, 7008, LA;30.053549;-90.551574;3340121.382311;-10063811.382786
225;Roanoke Jefferson Davis Fir,201 W South St, Welsh, 7059, LA;30.241414;-92.823631;3361000.5105459997;-10316325.525709001
226;Rocky Branch Crossroad Vf,11291 Highway 143, Farmerville, 7124, LA;32.714978;-92.218541;3635909.9399420004;-10249076.428199
227;Rosedale Fire Dep,Highway 77, Rosedale, 7077, LA;30.458794;-91.478917;3385159.906366;-10166875.356463
228;Rynella-Abbeville Hwy Fire De,5105 Avery Island Rd, New Iberia, 7056, LA;29.987963;-91.758563;3332832.2198570003;-10197954.933256999
229;Schriever Volunteer Fire Dep,1529 W Park Ave, Schriever, 7039, LA;29.74215;-90.81037;3305512.8088499997;-10092573.71143
230;Seventh District Fire Dep,13398 Roddy Rd, Gonzales, 7073, LA;30.234111;-90.903938;3360188.862429;-10102972.765382
231;Shreveport Fire Chie,801 Crockett St, Shreveport, 7110, LA;32.511196;-93.748038;3613261.812244;-10419063.195282
232;Shreveport Fire Departmen,801 Crockett St, Shreveport, 7110, LA;32.511196;-93.748038;3613261.812244;-10419063.195282
233;Sibley Fire Dep,117 SE 4th Ave, Sibley, 7107, LA;32.511196;-93.748038;3613261.812244;-10419063.195282
234;Simmesport Fire Dep,388 Mission Dr, Simmesport, 7136, LA;30.987439;-91.814239;3443912.983021;-10204142.708221
235;Singer Volunteer Fire Dep,9080 Highway 27, Singer, 7066, LA;30.71556;-93.39032;3413696.62284;-10379306.77448
236;Sorrento Fire Dep,8096 Main St, Sorrento, 7077, LA;30.18436;-90.85926;3354659.58604;-10098007.29714
237;Southeast La Search & Rescu,510 E Boston St, Covington, 7043, LA;30.475744;-90.09434;3387043.7124159997;-10012994.853260001
238;Spearsville Fire Dep,2456 Highway 3121, Spearsville, 7127, LA;32.999679;-92.598889;3667551.324381;-10291347.924571
239;Spencer-West Sterlington Fir,Highway 143, Spencer, 7128, LA;32.742722;-92.131823;3638993.3803580003;-10239438.676397
240;Spring Creek Community Vf,757 Highway 113, Glenmora, 7143, LA;30.992594;-92.598;3444485.904566;-10291249.122
241;St Amant Fire Dep,PO Box 45, St Amant, 7077, LA;30.22464;-90.86899;3359136.2649600003;-10099088.679609999
242;St John Volunteer Fire Dep,2072 Highway 1, Thibodaux, 7030, LA;29.79576;-90.82287;3311470.97064;-10093962.948929999
243;St John Westside Voluntee,173 E 3rd St, Edgard, 7004, LA;30.026242;-90.601897;3337086.509638;-10069404.230682999
244;St John's Volunteer Fire Dep,Tiger Dr, Thibodaux, 7030, LA;29.79576;-90.82287;3311470.97064;-10093962.948929999
245;St Landry Parish Fire Distric,887 Highway 749, Opelousas, 7057, LA;30.533728;-92.08818;3393487.996192;-10234588.237019999
246;St Martinville Fire Dep,230 Washington St, St Martinville, 7058, LA;30.533728;-92.08818;3393487.996192;-10234588.237019999
247;Sun Tenth Dist Volunteer Fir,28666 Highway 16, Sun, 7046, LA;30.1252;-91.83345;3348084.6028;-10206277.79955
248;Sunset City Fire Dep,872 Napoleon Ave, Sunset, 7058, LA;30.409181;-92.071713;3379645.967159;-10232758.111107001
249;Thibodaux Fire Dep,800 Parish Rd, Thibodaux, 7030, LA;29.79576;-90.82287;3311470.97064;-10093962.948929999
250;Three Pine Fire Dep,354 Three Pine Church Rd, De Ridder, 7063, LA;30.911977;-93.284407;3435526.211803;-10367535.709573
251;Tullos Fire Dep,125 Main St, Tullos, 7147, LA;31.830948;-92.332616;3537659.729772;-10261754.609624
252;Tullos Volunteer Fire Dep,10187 S Main St, Tullos, 7147, LA;31.830948;-92.332616;3537659.729772;-10261754.609624
253;Turkey Creek Fire Dep,1084 Cedar Ln, Ville Platte, 7058, LA;30.674564;-92.359876;3409140.368396;-10264784.258764
254;Union Volunteer Fire Dep,9793 La 44, Convent, 7072, LA;30.028769;-90.708311;3337367.357891;-10081230.976228999
255;Urania Fire Dep,100 E Hardtner Dr, Urania, 7148, LA;31.860891;-92.291212;3540987.564849;-10257153.010468
256;Vacherie Fire Dep,2433 Highway 18, Vacherie, 7009, LA;30.006515;-90.709746;3334894.070585;-10081390.460694
257;Vacherie Gheens Volunteer Fir,N Leon Dr, Lockport, 7037, LA;29.64605;-90.53925;3294832.35095;-10062441.70575
258;Village East Fire C,Industrial Park & Indstrl Rd, Houma, 7036, LA;29.595275;-90.668461;3289189.2682250002;-10076802.087079
259;Ville Platte Fire Dep,310 W Magnolia St, Ville Platte, 7058, LA;30.68797;-92.27152;3410630.29783;-10254964.46128
260;Vinton Fire Volunteer,1201 Horridge St, Vinton, 7066, LA;30.196358;-93.581361;3355993.031762;-10400538.880179001
261;Ward 2 Fire Protection Dist ,Galley Rd, Hayes, 7064, LA;30.219807;-93.331752;3358599.130173;-10372797.585528
262;Ward 2 Fire Protection Dis,9890 Highway 34, Eros, 7123, LA;32.416219;-92.36962;3602706.1634409996;-10265867.19718
263;Ward 4 Fire Dep,261 Highway 505, Jonesboro, 7125, LA;32.24033;-92.60843;3583158.03587;-10292408.30177
264;Ward 5 Fire Protection Dis,Courthouse, Turkey Creek, 7058, LA;30.001372;-92.282986;3334322.482708;-10256238.781054
265;Ward 8 Fire Protection Dis,4444 Main St, Collinston, 7122, LA;32.627732;-91.878502;3626213.506748;-10211284.833778
266;Washington Parish Fire Dis,30247 Highway 430, Franklinton, 7043, LA;30.869258;-90.156472;3430778.4648619997;-10019900.141608
267;Washington Parish Fire Protec,43139 C E Stafford Rd, Franklinton, 7043, LA;30.844287;-90.155793;3428003.2128930003;-10019824.678227
268;Welsh Fire Dep,201 W South St, Welsh, 7059, LA;30.238843;-92.823621;3360714.772177;-10316324.414319001
269;Westwego City Fire Chief',677 Avenue H, Westwego, 7009, LA;29.936422;-90.166617;3327104.004658;-10021027.646763
270;Westwego Fire Dep,677 Avenue H, Westwego, 7009, LA;29.936422;-90.166617;3327104.004658;-10021027.646763
271;Wilmer Fire Dep,22115 Highway 10, Kentwood, 7044, LA;30.796467;-90.443893;3422688.545913;-10051843.824127
272;Wkb Volunteer Fire Dep,4040 Highway 90 W, Avondale, 7009, LA;29.929516;-90.165183;3326336.478724;-10020868.273437
273;Woodlawn Fire Dep,7163 Highway 39 #202, Braithwaite, 7004, ;29.859438;-89.916358;3318548.079882;-9993214.111762
